TreatmentGroupID,MedicationName,MedicalCondition
25,zegerid with magnesium hydroxide,gerd (heartburn)
26,allopurinol,gout
26,uloric,gout
26,zyloprim,gout
26,aloprim,gout
26,febuxostat,gout
26,krystexxa,gout
26,probenecid,gout
26,pegloticase,gout
26,rilonacept,gout
27,spironolactone,hair loss
27,minoxidil,hair loss
27,azulfidine,hair loss
27,sulfasalazine,hair loss
27,olumiant,hair loss
27,aldactone,hair loss
27,rogaine,hair loss
27,kenalog-10,hair loss
27,triamcinolone,hair loss
27,aristospan,hair loss
27,rogaine men's extra strength,hair loss
27,rogaine women's,hair loss
27,hair regrowth treatment for women,hair loss
27,kenalog-40,hair loss
27,hair regrowth treatment for men,hair loss
27,azulfidine en-tabs,hair loss
27,baricitinib,hair loss
28,zyrtec,hayfever
28,cetirizine,hayfever
28,fluticasone,hayfever
28,loratadine,hayfever
28,flonase,hayfever
28,allegra,hayfever
28,montelukast,hayfever
28,claritin,hayfever
28,singulair,hayfever
28,fexofenadine,hayfever
28,astelin,hayfever
28,azelastine,hayfever
28,benadryl,hayfever
28,xyzal,hayfever
28,prednisone,hayfever
28,allegra allergy,hayfever
28,astepro,hayfever
28,diphenhydramine,hayfever
28,flonase allergy relief,hayfever
28,levocetirizine,hayfever
28,dymista,hayfever
28,medrol,hayfever
28,clarinex,hayfever
28,nasacort allergy 24hr,hayfever
28,aller-tec,hayfever
28,chlorpheniramine,hayfever
28,desloratadine,hayfever
28,mometasone,hayfever
28,phenergan,hayfever
28,triamcinolone,hayfever
28,alavert,hayfever
28,allegra-d 12 hour,hayfever
28,allegra-d 24 hour,hayfever
28,allergy relief tablets,hayfever
28,benadryl allergy,hayfever
28,budesonide,hayfever
28,claritin reditabs,hayfever
28,dexamethasone,hayfever
28,flonase sensimist,hayfever
28,methylprednisolone dose pack,hayfever
28,methylprednisolone,hayfever
28,promethazine,hayfever
28,zyrtec-d,hayfever
28,all day allergy,hayfever
28,all day allergy children's,hayfever
28,allegra odt,hayfever
28,aller-tec children's,hayfever
28,allergy relief 24 hour,hayfever
28,antinaus 50,hayfever
28,beclomethasone,hayfever
28,cetirizine / pseudoephedrine,hayfever
28,children's claritin allergy,hayfever
28,claritin-d,hayfever
28,claritin-d 24 hour,hayfever
28,clinacort,hayfever
28,cyproheptadine,hayfever
28,de-sone la,hayfever
28,depo-medrol,hayfever
28,dexamethasone intensol,hayfever
28,dxevo,hayfever
28,flunisolide,hayfever
28,hidex,hayfever
28,kenalog-40,hayfever
28,loratadine-d 24 hour,hayfever
28,medrol dosepak,hayfever
28,ohm allergy relief,hayfever
28,omnaris,hayfever
28,patanase,hayfever
28,phenadoz,hayfever
28,promethegan,hayfever
28,qnasl,hayfever
28,solu-medrol,hayfever
28,tavist nd,hayfever
28,ticanase,hayfever
28,triamcinolone,hayfever
28,wal-itin,hayfever
28,zodex,hayfever
28,zyrtec-d 12 hour,hayfever
28,acrivastine / pseudoephedrine,hayfever
28,aller-chlor,hayfever
28,aller-ease,hayfever
28,allergy relief,hayfever
28,allermax,hayfever
28,astepro allergy,hayfever
28,azelastine / fluticasone,hayfever
28,banophen,hayfever
28,beconase aq,hayfever
28,c.p.m.,hayfever
28,chlo-amine,hayfever
28,chlor-mal,hayfever
28,chlor-trimeton,hayfever
28,chlorpheniramine / phenylephrine,hayfever
28,chlortan,hayfever
28,claritin-d 12 hour,hayfever
28,complete allergy relief,hayfever
28,dexbrompheniramine / pseudoephedrine,hayfever
28,dicopanol,hayfever
28,diphedryl,hayfever
28,diphen,hayfever
28,dytuss,hayfever
28,ed-chlortan,hayfever
28,ed chlorped,hayfever
28,ed chlor ped jr.,hayfever
28,fexofenadine / pseudoephedrine,hayfever
28,loratadine / pseudoephedrine,hayfever
28,mucinex allergy,hayfever
28,nasalcrom,hayfever
28,olopatadine,hayfever
28,promethazine dm,hayfever
28,rhinocort allergy,hayfever
28,scot-tussin allergy,hayfever
28,siladryl allergy,hayfever
28,twilite,hayfever
28,valu-dryl,hayfever
28,vanamine pd,hayfever
28,wal-finate,hayfever
28,a-phedrin,hayfever
28,abatuss dmx,hayfever
28,acetaminophen / chlorpheniramine,hayfever
28,actifed cold and allergy,hayfever
28,advil allergy sinus,hayfever
28,advil children's allergy sinus,hayfever
28,alahist d,hayfever
28,alavert d-12 hour allergy and sinus,hayfever
28,allan tannate pediatric,hayfever
28,all day allergy-d,hayfever
28,allerest maximum strength,hayfever
28,allerest pe,hayfever
28,allerfrim,hayfever
28,allergy & congestion relief,hayfever
28,allergy relief d,hayfever
28,aphedrid,hayfever
28,aprodine,hayfever
28,arbinoxa,hayfever
28,benadryl allergy plus congestion,hayfever
28,bp allergy jr,hayfever
28,brohist d,hayfever
28,bromaline,hayfever
28,bromatan plus,hayfever
28,bromax,hayfever
28,brompheniramine / phenylephrine,hayfever
28,brompheniramine / pseudoephedrine,hayfever
28,brompheniramine,hayfever
28,brotapp,hayfever
28,capron dm,hayfever
28,capron dmt,hayfever
28,carbinoxamine,hayfever
28,carboxine,hayfever
28,children's triacting night time,hayfever
28,chlorex-a 12,hayfever
28,chlorpheniramine / codeine,hayfever
28,chlorpheniramine / ibuprofen / pseudoephedrine,hayfever
28,chlorpheniramine / phenylephrine / pyrilamine,hayfever
28,chlorpheniramine / pseudoephedrine,hayfever
28,chlortan d,hayfever
28,ciclesonide,hayfever
28,clarinex-d 12 hour,hayfever
28,clarinex-d 24 hour,hayfever
28,clarinex reditabs,hayfever
28,clear-atadine-d,hayfever
28,clemastine,hayfever
28,codar ar,hayfever
28,codimal dm,hayfever
28,conal,hayfever
28,conex,hayfever
28,coricidin hbp cold & flu,hayfever
28,cromolyn,hayfever
28,dallergy drops,hayfever
28,decon-a,hayfever
28,deconamine,hayfever
28,deltuss dmx,hayfever
28,desloratadine / pseudoephedrine,hayfever
28,dexchlorpheniramine / dextromethorphan / pseudoephedrine,hayfever
28,dexchlorpheniramine / phenylephrine,hayfever
28,dexchlorpheniramine,hayfever
28,dextromethorphan / diphenhydramine / phenylephrine,hayfever
28,dextromethorphan / phenylephrine / pyrilamine,hayfever
28,dextromethorphan / promethazine,hayfever
28,dextromethorphan / pyrilamine,hayfever
28,dicel,hayfever
28,dimetane decongestant,hayfever
28,dimetapp children's cold & allergy,hayfever
28,diphenhydramine / phenylephrine,hayfever
28,dixaphedrine,hayfever
28,doxylamine,hayfever
28,drixoral cold and allergy,hayfever
28,dytan-d,hayfever
28,dytan-dm,hayfever
28,ed a-hist,hayfever
28,ed chlorped d,hayfever
28,equaline sleep aid,hayfever
28,equate sleep aid,hayfever
28,grastek,hayfever
28,histafed,hayfever
28,histex ct,hayfever
28,histex ie,hayfever
28,histex pd,hayfever
28,house dust mite allergen extract,hayfever
28,karbinal er,hayfever
28,leader allergy relief d-24,hayfever
28,lodrane d,hayfever
28,lohist-d,hayfever
28,loratadine-d 12 hour,hayfever
28,mixed grass pollens allergen extract,hayfever
28,mometasone / olopatadine,hayfever
28,nalex a 12,hayfever
28,nasonex 24hr allergy,hayfever
28,nohist lq,hayfever
28,novahistine,hayfever
28,odactra,hayfever
28,oralair,hayfever
28,phena-plus,hayfever
28,phenagil,hayfever
28,pheniramine / phenylephrine,hayfever
28,phenylephrine / promethazine,hayfever
28,polmon,hayfever
28,pseudoephedrine / triprolidine,hayfever
28,ragweed pollen allergen extract,hayfever
28,ragwitek,hayfever
28,ru-hist d,hayfever
28,ru-hist forte,hayfever
28,ryaltris,hayfever
28,ryclora,hayfever
28,rymed,hayfever
28,rynex pe,hayfever
28,ryvent,hayfever
28,semprex-d,hayfever
28,sinus & allergy pe,hayfever
28,sudafed pe sinus & allergy,hayfever
28,sudogest sinus & allergy,hayfever
28,sutan-dm,hayfever
28,timothy grass pollen allergen extract,hayfever
28,tuzistra xr,hayfever
28,vi-sudo,hayfever
28,zetonna,hayfever
29,acyclovir,herpes
29,valacyclovir,herpes
29,zovirax cream,herpes
29,abreva,herpes
29,acyclovir,herpes
29,zovirax ointment,herpes
29,zovirax,herpes
29,docosanol,herpes
29,blistex ointment,herpes
29,allantoin / camphor / phenol,herpes
30,lisinopril,hypertension
30,amlodipine,hypertension
30,losartan,hypertension
30,hydrochlorothiazide,hypertension
30,metoprolol,hypertension
30,atenolol,hypertension
30,norvasc,hypertension
30,carvedilol,hypertension
30,benicar,hypertension
30,furosemide,hypertension
30,clonidine,hypertension
30,cozaar,hypertension
30,hydrochlorothiazide / lisinopril,hypertension
30,bystolic,hypertension
30,diovan,hypertension
30,lopressor,hypertension
30,toprol-xl,hypertension
30,spironolactone,hypertension
30,valsartan,hypertension
30,avapro,hypertension
30,enalapril,hypertension
30,hydralazine,hypertension
30,lasix,hypertension
30,nifedipine,hypertension
30,prinivil,hypertension
30,propranolol,hypertension
30,ramipril,hypertension
30,zestril,hypertension
30,diltiazem,hypertension
30,hydrochlorothiazide / losartan,hypertension
30,irbesartan,hypertension
30,olmesartan,hypertension
30,vasotec,hypertension
30,chlorthalidone,hypertension
30,coreg,hypertension
30,hydrochlorothiazide / triamterene,hypertension
30,katerzia,hypertension
30,norliqva,hypertension
30,verapamil,hypertension
30,amlodipine / benazepril,hypertension
30,benazepril,hypertension
30,bisoprolol,hypertension
30,diovan hct,hypertension
30,doxazosin,hypertension
30,maxzide,hypertension
30,tenormin,hypertension
30,benicar hct,hypertension
30,candesartan,hypertension
30,cartia xt,hypertension
30,coreg cr,hypertension
30,exforge,hypertension
30,kapspargo sprinkle,hypertension
30,labetalol,hypertension
30,perindopril,hypertension
30,qbrelis,hypertension
30,telmisartan,hypertension
30,aldactone,hypertension
30,altace,hypertension
30,amlodipine / valsartan,hypertension
30,aquazide h,hypertension
30,atenolol / chlorthalidone,hypertension
30,azor,hypertension
30,captopril,hypertension
30,cardizem cd,hypertension
30,carospir,hypertension
30,catapres,hypertension
30,catapres-tts,hypertension
30,dyazide,hypertension
30,esidrix,hypertension
30,felodipine,hypertension
30,hydrochlorothiazide / valsartan,hypertension
30,hyzaar,hypertension
30,indapamide,hypertension
30,inderal la,hypertension
30,innopran xl,hypertension
30,lotrel,hypertension
30,micardis,hypertension
30,microzide,hypertension
30,nebivolol,hypertension
30,nitroglycerin,hypertension
30,prazosin,hypertension
30,procardia xl,hypertension
30,quinapril,hypertension
30,terazosin,hypertension
30,accupril,hypertension
30,adalat cc,hypertension
30,afeditab cr,hypertension
30,amlodipine / atorvastatin,hypertension
30,amlodipine / hydrochlorothiazide / valsartan,hypertension
30,amlodipine / olmesartan,hypertension
30,apresoline,hypertension
30,atacand,hypertension
30,avalide,hypertension
30,benazepril / hydrochlorothiazide,hypertension
30,bendroflumethiazide / nadolol,hypertension
30,bendroflumethiazide,hypertension
30,bisoprolol / hydrochlorothiazide,hypertension
30,caduet,hypertension
30,calan sr,hypertension
30,cardizem la,hypertension
30,cardura,hypertension
30,dilacor xr,hypertension
30,dilt-xr,hypertension
30,diltia xt,hypertension
30,diltzac,hypertension
30,epaned,hypertension
30,eplerenone,hypertension
30,exforge hct,hypertension
30,fosinopril,hypertension
30,guanfacine,hypertension
30,hydrochlorothiazide / irbesartan,hypertension
30,hydrochlorothiazide / olmesartan,hypertension
30,hydrochlorothiazide / telmisartan,hypertension
30,lotensin,hypertension
30,matzim la,hypertension
30,methyldopa,hypertension
30,metolazone,hypertension
30,micardis hct,hypertension
30,minitran,hypertension
30,minoxidil,hypertension
30,nadolol,hypertension
30,nexiclon xr,hypertension
30,nitro-bid,hypertension
30,nitro-dur,hypertension
30,nitro-time,hypertension
30,nitrolingual pumpspray,hypertension
30,nitromist,hypertension
30,nitrostat,hypertension
30,nitro td patch-a,hypertension
30,taztia xt,hypertension
30,tekturna,hypertension
30,tiadylt er,hypertension
30,tiazac,hypertension
30,torsemide,hypertension
30,verelan,hypertension
30,verelan pm,hypertension
30,zestoretic,hypertension
30,ziac,hypertension
30,accuretic,hypertension
30,acebutolol,hypertension
30,aldactazide,hypertension
30,aldoril,hypertension
30,aliskiren / hydrochlorothiazide,hypertension
30,aliskiren,hypertension
30,amiloride / hydrochlorothiazide,hypertension
30,amiloride,hypertension
30,amlodipine / celecoxib,hypertension
30,amlodipine / hydrochlorothiazide / olmesartan,hypertension
30,amlodipine / perindopril,hypertension
30,amlodipine / telmisartan,hypertension
30,atacand hct,hypertension
30,azilsartan medoxomil / chlorthalidone,hypertension
30,azilsartan medoxomil,hypertension
30,betaxolol,hypertension
30,brevibloc,hypertension
30,candesartan / hydrochlorothiazide,hypertension
30,captopril / hydrochlorothiazide,hypertension
30,cardene iv,hypertension
30,chlorothiazide,hypertension
30,clevidipine,hypertension
30,cleviprex,hypertension
30,conjupri,hypertension
30,consensi,hypertension
30,corgard,hypertension
30,corzide,hypertension
30,corzide 40/5,hypertension
30,corzide 80/5,hypertension
30,demadex,hypertension
30,diuril,hypertension
30,diuril sodium,hypertension
30,dutoprol,hypertension
30,edarbi,hypertension
30,edarbyclor,hypertension
30,enalapril / hydrochlorothiazide,hypertension
30,eprosartan,hypertension
30,esmolol,hypertension
30,fosinopril / hydrochlorothiazide,hypertension
30,guanabenz,hypertension
30,hydrochlorothiazide / methyldopa,hypertension
30,hydrochlorothiazide / metoprolol,hypertension
30,hydrochlorothiazide / moexipril,hypertension
30,hydrochlorothiazide / quinapril,hypertension
30,hydrochlorothiazide / spironolactone,hypertension
30,hytrin,hypertension
30,inspra,hypertension
30,isradipine,hypertension
30,levamlodipine,hypertension
30,lopressor hct,hypertension
30,lotensin hct,hypertension
30,maxzide-25,hypertension
30,mecamylamine,hypertension
30,midamor,hypertension
30,minipress,hypertension
30,moexipril,hypertension
30,nebivolol / valsartan,hypertension
30,nicardipine,hypertension
30,nisoldipine,hypertension
30,pindolol,hypertension
30,prestalia,hypertension
30,sular,hypertension
30,tarka,hypertension
30,tekturna hct,hypertension
30,tenoretic,hypertension
30,tenoretic 50,hypertension
30,tenoretic 100,hypertension
30,timolol,hypertension
30,trandate,hypertension
30,trandolapril / verapamil,hypertension
30,trandolapril,hypertension
30,tribenzor,hypertension
30,twynsta,hypertension
30,vaseretic,hypertension
30,vecamyl,hypertension
30,zaroxolyn,hypertension
31,levothyroxine,hypothyroidism
31,synthroid,hypothyroidism
31,armour thyroid,hypothyroidism
31,levoxyl,hypothyroidism
31,cytomel,hypothyroidism
31,tirosint,hypothyroidism
31,euthyrox,hypothyroidism
31,liothyronine,hypothyroidism
31,nature-throid,hypothyroidism
31,unithroid,hypothyroidism
31,westhroid,hypothyroidism
31,levo-t,hypothyroidism
31,thyquidity,hypothyroidism
31,thyroid desiccated,hypothyroidism
31,tirosint-sol,hypothyroidism
31,np thyroid,hypothyroidism
31,triostat,hypothyroidism
31,wp thyroid,hypothyroidism
32,budesonide,ibd (bowel)
32,prednisone,ibd (bowel)
32,mesalamine,ibd (bowel)
32,sulfasalazine,ibd (bowel)
32,lialda,ibd (bowel)
32,asacol,ibd (bowel)
32,pentasa,ibd (bowel)
32,apriso,ibd (bowel)
32,remicade,ibd (bowel)
32,infliximab,ibd (bowel)
32,asacol hd,ibd (bowel)
32,azulfidine,ibd (bowel)
32,delzicol,ibd (bowel)
32,rowasa,ibd (bowel)
32,entocort ec,ibd (bowel)
32,hydrocortisone,ibd (bowel)
32,azathioprine,ibd (bowel)
32,dexamethasone,ibd (bowel)
32,mercaptopurine,ibd (bowel)
32,imuran,ibd (bowel)
32,cromolyn,ibd (bowel)
32,cyclosporine,ibd (bowel)
32,dexamethasone intensol,ibd (bowel)
32,gastrocrom,ibd (bowel)
32,acthar,ibd (bowel)
32,cortef,ibd (bowel)
32,corticotropin,ibd (bowel)
32,cortifoam,ibd (bowel)
32,mycophenolate mofetil,ibd (bowel)
32,cortenema,ibd (bowel)
32,de-sone la,ibd (bowel)
32,dxevo,ibd (bowel)
32,solu-cortef,ibd (bowel)
32,zodex,ibd (bowel)
32,azasan,ibd (bowel)
32,azulfidine en-tabs,ibd (bowel)
32,h.p. acthar gel,ibd (bowel)
33,oxybutynin,incontinence
33,myrbetriq,incontinence
33,vesicare,incontinence
33,detrol la,incontinence
33,tolterodine,incontinence
33,toviaz,incontinence
33,amitriptyline,incontinence
33,solifenacin,incontinence
33,oxytrol,incontinence
33,detrol,incontinence
33,ditropan xl,incontinence
33,hyoscyamine,incontinence
33,mirabegron,incontinence
33,duloxetine,incontinence
33,trospium,incontinence
33,gelnique,incontinence
33,botox,incontinence
33,fesoterodine,incontinence
33,darifenacin,incontinence
33,flavoxate,incontinence
33,onabotulinumtoxina,incontinence
34,trazodone,insomnia
34,ambien,insomnia
34,zolpidem,insomnia
34,belsomra,insomnia
34,suvorexant,insomnia
34,dayvigo,insomnia
34,temazepam,insomnia
34,daridorexant,insomnia
34,lemborexant,insomnia
34,quviviq,insomnia
34,amitriptyline,insomnia
34,lunesta,insomnia
34,quetiapine,insomnia
34,restoril,insomnia
34,ativan,insomnia
34,mirtazapine,insomnia
34,lorazepam,insomnia
34,clonazepam,insomnia
34,gabapentin,insomnia
34,doxepin,insomnia
34,estazolam,insomnia
34,flurazepam,insomnia
34,halcion,insomnia
34,ambien cr,insomnia
34,diphenhydramine,insomnia
34,eszopiclone,insomnia
34,rozerem,insomnia
34,silenor,insomnia
34,sonata,insomnia
34,advil pm,insomnia
34,doxylamine,insomnia
34,triazolam,insomnia
34,quazepam,insomnia
34,edluar,insomnia
34,olanzapine,insomnia
34,tylenol pm,insomnia
34,unisom sleeptabs,insomnia
34,zaleplon,insomnia
34,compoz nighttime sleep aid,insomnia
34,doral,insomnia
34,ramelteon,insomnia
34,chloral hydrate,insomnia
34,dimenhydrinate,insomnia
34,diphenhydramine / ibuprofen,insomnia
34,nytol,insomnia
34,oxazepam,insomnia
34,pentobarbital,insomnia
34,simply sleep,insomnia
34,sominex,insomnia
34,unisom sleepgels,insomnia
34,unisom sleepmelts,insomnia
34,zolpimist,insomnia
34,zzzquil,insomnia
34,acetaminophen / diphenhydramine,insomnia
34,amobarbital,insomnia
34,ibuprofen pm,insomnia
34,nighttime sleepaid,insomnia
34,nytol quickcaps,insomnia
34,phenobarbital,insomnia
34,sleep aid,insomnia
34,sleepinal,insomnia
34,twilite,insomnia
34,z-sleep,insomnia
34,aleve pm,insomnia
34,diphenhydramine / magnesium salicylate,insomnia
34,diphenhydramine / naproxen,insomnia
34,doans pm,insomnia
34,equaline sleep aid,insomnia
34,equate sleep aid,insomnia
34,headache relief pm,insomnia
34,legatrin pm,insomnia
34,midol pm,insomnia
34,motrin pm,insomnia
34,percogesic extra strength,insomnia
34,percogesic original strength,insomnia
34,zopiclone,insomnia
35,esterified estrogens / methyltestosterone,menopause
35,eemt hs,menopause
35,covaryx,menopause
35,eemt,menopause
35,bijuva,menopause
35,estradiol / progesterone,menopause
35,covaryx hs,menopause
36,sumatriptan,migraine
36,imitrex,migraine
36,zomig,migraine
36,cambia,migraine
36,nurtec odt,migraine
36,zolmitriptan,migraine
36,rizatriptan,migraine
36,maxalt,migraine
36,reyvow,migraine
36,elyxyb,migraine
36,lasmiditan,migraine
36,rimegepant,migraine
36,tosymra,migraine
36,gabapentin,migraine
36,relpax,migraine
36,excedrin migraine,migraine
36,amerge,migraine
36,cyclobenzaprine,migraine
36,fiorinal,migraine
36,treximet,migraine
36,maxalt-mlt,migraine
36,diclofenac,migraine
36,ubrelvy,migraine
36,naratriptan,migraine
36,aspirin / butalbital / caffeine,migraine
36,frova,migraine
36,botox,migraine
36,eletriptan,migraine
36,excedrin,migraine
36,reglan,migraine
36,metoclopramide,migraine
36,almotriptan,migraine
36,naproxen / sumatriptan,migraine
36,venlafaxine,migraine
36,acetaminophen / aspirin / caffeine,migraine
36,cyproheptadine,migraine
36,imitrex statdose,migraine
36,methergine,migraine
36,migranal,migraine
36,acetaminophen / aspirin / caffeine / salicylamide,migraine
36,cafergot,migraine
36,dihydroergotamine,migraine
36,frovatriptan,migraine
36,memantine,migraine
36,migergot,migraine
36,orphenadrine,migraine
36,zembrace symtouch,migraine
36,zomig-zmt,migraine
36,caffeine / ergotamine,migraine
36,celecoxib,migraine
36,d.h.e. 45,migraine
36,ergomar,migraine
36,ergotamine,migraine
36,methylergonovine,migraine
36,onabotulinumtoxina,migraine
36,onzetra xsail,migraine
36,painaid,migraine
36,prochlorperazine,migraine
36,vanquish,migraine
36,zomig nasal spray,migraine
36,anacin advanced headache formula,migraine
36,backaid inflammatory pain formula,migraine
36,fortabs,migraine
36,genace,migraine
36,goody's extra-strength headache powders,migraine
36,goody's extra strength,migraine
36,goody's headache powders,migraine
36,migraine relief,migraine
36,trudhesa,migraine
36,ubrogepant,migraine
37,meloxicam,osteoarthritis
37,celebrex,osteoarthritis
37,diclofenac,osteoarthritis
37,mobic,osteoarthritis
37,naproxen,osteoarthritis
37,celecoxib,osteoarthritis
37,ibuprofen,osteoarthritis
37,voltaren,osteoarthritis
37,chondroitin / glucosamine,osteoarthritis
37,voltaren arthritis pain gel,osteoarthritis
37,cymbalta,osteoarthritis
37,diclofenac,osteoarthritis
37,prednisone,osteoarthritis
37,aleve,osteoarthritis
37,arthrotec,osteoarthritis
37,cataflam,osteoarthritis
37,aspirin,osteoarthritis
37,medrol dosepak,osteoarthritis
37,nabumetone,osteoarthritis
37,duloxetine,osteoarthritis
37,etodolac,osteoarthritis
37,advil,osteoarthritis
37,motrin,osteoarthritis
37,vimovo,osteoarthritis
37,naprosyn,osteoarthritis
37,pennsaid,osteoarthritis
37,arthritis pain,osteoarthritis
37,ecotrin,osteoarthritis
37,zorvolex,osteoarthritis
37,aspergum,osteoarthritis
37,aspiritab,osteoarthritis
37,aspirtab,osteoarthritis
37,bayer aspirin,osteoarthritis
37,bayer aspirin extra strength plus,osteoarthritis
37,easprin,osteoarthritis
37,ecpirin,osteoarthritis
37,entercote,osteoarthritis
37,genacote,osteoarthritis
37,halfprin,osteoarthritis
37,methylprednisolone,osteoarthritis
37,norwich aspirin,osteoarthritis
37,vazalore,osteoarthritis
37,depo-medrol,osteoarthritis
37,indocin,osteoarthritis
37,indomethacin,osteoarthritis
37,proprinal,osteoarthritis
37,a-g profen,osteoarthritis
37,acetaminophen / codeine,osteoarthritis
37,actiprofen,osteoarthritis
37,addaprin,osteoarthritis
37,advil liqui-gels,osteoarthritis
37,chondroitin / glucosamine / methylsulfonylmethane,osteoarthritis
37,diclofenac / misoprostol,osteoarthritis
37,duexis,osteoarthritis
37,genpril,osteoarthritis
37,ibu-200,osteoarthritis
37,medrol,osteoarthritis
37,midol ib,osteoarthritis
37,motrin ib,osteoarthritis
37,naprelan,osteoarthritis
37,nuprin,osteoarthritis
37,osteo bi-flex,osteoarthritis
37,piroxicam,osteoarthritis
37,aflaxen,osteoarthritis
37,all day pain relief,osteoarthritis
37,all day relief,osteoarthritis
37,anaprox,osteoarthritis
37,anaprox-ds,osteoarthritis
37,cosamin ds,osteoarthritis
37,diclozor,osteoarthritis
37,diflunisal,osteoarthritis
37,dolobid,osteoarthritis
37,ec-naprosyn,osteoarthritis
37,feldene,osteoarthritis
37,flanax pain reliever,osteoarthritis
37,kenalog-40,osteoarthritis
37,ketoprofen,osteoarthritis
37,lofena,osteoarthritis
37,methylprednisolone dose pack,osteoarthritis
37,oxaprozin,osteoarthritis
37,profinac,osteoarthritis
37,salsalate,osteoarthritis
37,schiff move free,osteoarthritis
37,solu-medrol,osteoarthritis
37,sulindac,osteoarthritis
37,triamcinolone,osteoarthritis
37,xrylix,osteoarthritis
37,amlodipine / celecoxib,osteoarthritis
37,aristospan,osteoarthritis
37,betamethasone,osteoarthritis
37,bioflavonoids,osteoarthritis
37,capsaicin,osteoarthritis
37,celestone soluspan,osteoarthritis
37,clinacort,osteoarthritis
37,clinoril,osteoarthritis
37,consensi,osteoarthritis
37,cortisone,osteoarthritis
37,daypro,osteoarthritis
37,esomeprazole / naproxen,osteoarthritis
37,euflexxa,osteoarthritis
37,excedrin,osteoarthritis
37,hyaluronan,osteoarthritis
37,indocin sr,osteoarthritis
37,kenalog-10,osteoarthritis
37,limbrel,osteoarthritis
37,orthovisc,osteoarthritis
37,osteo bi-flex advanced,osteoarthritis
37,sodium hyaluronate,osteoarthritis
37,supartz,osteoarthritis
37,synvisc,osteoarthritis
37,synvisc-one,osteoarthritis
37,zilretta,osteoarthritis
37,zostrix,osteoarthritis
37,acetaminophen / aspirin / caffeine,osteoarthritis
37,acetaminophen / aspirin,osteoarthritis
37,acetaminophen / caffeine,osteoarthritis
37,arthricream,osteoarthritis
37,asper-flex,osteoarthritis
37,axsain,osteoarthritis
37,backaid inflammatory pain formula,osteoarthritis
37,boroleum,osteoarthritis
37,capsin,osteoarthritis
37,capzasin,osteoarthritis
37,capzasin-hp,osteoarthritis
37,capzasin-p,osteoarthritis
37,castiva cooling,osteoarthritis
37,castiva warming,osteoarthritis
37,choline magnesium trisalicylate,osteoarthritis
37,cidaflex,osteoarthritis
37,cosmegen,osteoarthritis
37,dactinomycin,osteoarthritis
37,diclofenac / menthol,osteoarthritis
37,diclopr,osteoarthritis
37,diclostream,osteoarthritis
37,durolane,osteoarthritis
37,eucalyptamint,osteoarthritis
37,excedrin quick tab,osteoarthritis
37,excedrin tension headache,osteoarthritis
37,exocaine plus,osteoarthritis
37,famotidine / ibuprofen,osteoarthritis
37,fenoprofen,osteoarthritis
37,fenortho,osteoarthritis
37,fenovar,osteoarthritis
37,flurbiprofen,osteoarthritis
37,gelsyn-3,osteoarthritis
37,genace,osteoarthritis
37,glucoten,osteoarthritis
37,goody's extra strength,osteoarthritis
37,gordogesic,osteoarthritis
37,heet triple action,osteoarthritis
37,hyalgan,osteoarthritis
37,hylan g-f 20,osteoarthritis
37,hymovis,osteoarthritis
37,meclofenamate,osteoarthritis
37,menthac arthritis cream with capsaicin,osteoarthritis
37,mentholatum deep heating,osteoarthritis
37,methyl salicylate,osteoarthritis
37,monovisc,osteoarthritis
37,myoflex,osteoarthritis
37,nalfon,osteoarthritis
37,optiflex complete,osteoarthritis
37,pryflex,osteoarthritis
37,relafen ds,osteoarthritis
37,relamine,osteoarthritis
37,salonpas pain patch,osteoarthritis
37,satogesic,osteoarthritis
37,sloan's liniment,osteoarthritis
37,supartz fx,osteoarthritis
37,tolmetin,osteoarthritis
37,trolamine salicylate,osteoarthritis
37,zostrix diabetic foot pain,osteoarthritis
37,zostrix sports,osteoarthritis
38,alendronate,osteoporosis
38,prolia,osteoporosis
38,fosamax,osteoporosis
38,calcium / vitamin d,osteoporosis
38,denosumab,osteoporosis
38,boniva,osteoporosis
38,actonel,osteoporosis
38,calcium carbonate,osteoporosis
38,evenity,osteoporosis
38,forteo,osteoporosis
38,reclast,osteoporosis
38,evista,osteoporosis
38,caltrate 600+d,osteoporosis
38,citracal + d,osteoporosis
38,risedronate,osteoporosis
38,caltrate,osteoporosis
38,hydrochlorothiazide,osteoporosis
38,calcium citrate,osteoporosis
38,ibandronate,osteoporosis
38,raloxifene,osteoporosis
38,premarin,osteoporosis
38,atelvia,osteoporosis
38,calcitonin,osteoporosis
38,zometa,osteoporosis
38,microzide,osteoporosis
38,teriparatide,osteoporosis
38,aquazide h,osteoporosis
38,esidrix,osteoporosis
38,zoledronic acid,osteoporosis
38,alendronate / cholecalciferol,osteoporosis
38,fosamax plus d,osteoporosis
38,binosto,osteoporosis
38,miacalcin,osteoporosis
38,tymlos,osteoporosis
38,aclasta,osteoporosis
38,calci-chew,osteoporosis
38,prempro,osteoporosis
38,abaloparatide,osteoporosis
38,calcitrate with d,osteoporosis
38,calcium gluconate,osteoporosis
38,calcium lactate,osteoporosis
38,"calcium phosphate, tribasic",osteoporosis
38,conjugated estrogens,osteoporosis
38,os-cal calcium+d3,osteoporosis
38,tums smoothies,osteoporosis
38,bazedoxifene / conjugated estrogens,osteoporosis
38,cal-glu,osteoporosis
38,cal-lac,osteoporosis
